Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"oikos pro 20g protein",10,46,91,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.46,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry/,0,0,0
"oikos pro 20g protein",10,68,,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.46,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos pro 20g protein",10,31,,Images,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.46,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro 20g protein",10,65,,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.46,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos pro 20g protein",10,63,,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.46,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos pro 20g protein",10,16,48,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.46,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach/,0,0,0
"oikos pro 20g protein",10,61,60,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.46,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/banana/,0,0,0
"oikos pro 20g protein",10,55,79,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.46,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/cherry/,0,0,0
"oikos pro costco",7,68,,,170,I,"Reviews, Video, People also ask, Images, Related searches",0.89,0,https://www.oikos.com/all-products/,0,0,0
"oikos pro costco",7,69,88,Reviews,170,I,"Reviews, Video, People also ask, Images, Related searches",0.89,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos pro costco",7,37,21,,170,I,"Reviews, Video, People also ask, Images, Related searches",0.89,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro costco",7,70,85,Reviews,170,I,"Reviews, Video, People also ask, Images, Related searches",0.89,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla/,0,0,0
"oikos pro costco",7,67,90,Reviews,170,I,"Reviews, Video, People also ask, Images, Related searches",0.89,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos pro costco",7,60,49,,170,I,"Reviews, Video, People also ask, Images, Related searches",0.89,0,https://www.oikos.com/,0,0,0
"oikos pro costco",7,64,58,Reviews,170,I,"Reviews, Video, People also ask, Images, Related searches",0.89,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/banana/,0,0,0
"oikos pro drink pack",7,33,61,,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/where-to-buy/,0,0,0
"oikos pro drink pack",7,75,,,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/,0,0,0
"oikos pro drink pack",7,76,,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos pro drink pack",7,45,,Images,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro drink pack",7,27,,Images,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro drink pack",7,71,96,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-shot/,0,0,0
"oikos pro drink pack",7,67,93,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mango-shot/,0,0,0
"oikos pro drink pack",7,74,,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos pro drink pack",7,69,,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/triple-zero/product/vanilla-multipack/,0,0,0
"oikos pro drink pack",7,41,8,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-shot/,0,0,0
"oikos pro drink pack",7,24,97,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mango-pineapple-drink/,0,0,0
"oikos pro drink pack",7,77,98,,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-multipack/,0,0,0
"oikos pro drink pack",7,9,49,,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos pro drink pack",7,7,91,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,0,0,0
"oikos pro drink pack",7,73,,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/triple-zero/product/peach-strawberry-mixed-berry-multipack/,0,0,0
"oikos pro drink pack",7,53,92,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos pro drink pack",7,72,100,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-multipack/,0,0,0
"oikos pro drink pack",7,63,94,,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/,0,0,0
"oikos pro drink pack",7,59,24,,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/oikos-protein-shakes/,0,0,0
"oikos pro drink pack",7,68,95,Reviews,110,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.96,0.42,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-multipack/,0,0,0
"oikos pro peach",6,48,59,,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.96,0.52,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro peach",6,25,79,,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.96,0.52,https://www.oikos.com/all-products/triple-zero/product/peach/,0,0,0
"oikos vanilla protein drink",7,55,,Reviews,70,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.9,0.55,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos vanilla protein drink",7,30,,Images,70,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.9,0.55,https://www.oikos.com/all-products/oikos-protein-shakes/product/vanilla/,0,0,0
"oikos vanilla protein drink",7,44,,Image,70,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.9,0.55,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos vanilla protein drink",7,53,,Reviews,70,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.9,0.55,https://www.oikos.com/all-products/triple-zero/product/vanilla-multipack/,0,0,0
"oikos vanilla protein drink",7,60,,Reviews,70,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.9,0.55,https://www.oikos.com/all-products/oikos-protein-shakes/product/chocolate/,0,0,0
"oikos vanilla protein drink",7,62,,Reviews,70,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.9,0.55,https://www.oikos.com/all-products/triple-zero/product/vanilla/,0,0,0
"oikos vanilla protein drink",7,9,,Reviews,70,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.9,0.55,https://www.oikos.com/all-products/fusion/product/vanilla/,0,0,0
"oikos pro 10g protein",6,72,,,320,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches, Sites",0.95,0.27,https://www.oikos.com/all-products/,0,0,0
"oikos pro 10g protein",6,30,,Images,320,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches, Sites",0.95,0.27,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-shot/,0,0,0
"oikos pro 10g protein",6,89,100,Reviews,320,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches, Sites",0.95,0.27,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos pro 10g protein",6,80,,,320,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches, Sites",0.95,0.27,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos pro 10g protein",6,51,65,Reviews,320,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches, Sites",0.95,0.27,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,0,0,0
"oikos pro 10g protein",6,36,82,Reviews,320,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches, Sites",0.95,0.27,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos pro 10g protein",6,84,,,320,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches, Sites",0.95,0.27,https://www.oikos.com/,0,0,0
"oikos peach yogurt",6,20,,Images,480,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches",0.96,0.47,https://www.oikos.com/all-products/triple-zero/product/peach/,0,0,0
"oikos peach yogurt",6,72,,,480,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches",0.96,0.47,https://www.oikos.com/,0,0,0
"oikos mix in",9,69,,,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/where-to-buy/,0,0,0
"oikos mix in",9,54,,,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/,0,0,0
"oikos mix in",9,78,,Reviews,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry/,0,0,0
"oikos mix in",9,62,,Reviews,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/fusion/product/mixed-berry/,0,0,0
"oikos mix in",9,82,,,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos mix in",9,73,,Reviews,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-shot/,0,0,0
"oikos mix in",9,26,85,Reviews,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,0,0,0
"oikos mix in",9,79,,Reviews,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/triple-zero/product/strawberry-mixed-berry-multipack/,0,0,0
"oikos mix in",9,2,2,Sitelinks,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/remix/product/cookies-and-cream/,0,0,0
"oikos mix in",9,85,,,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/greek-yogurt-recipes/smoothies/,0,0,0
"oikos mix in",9,65,,Reviews,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-multipack/,0,0,0
"oikos mix in",9,72,,,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos mix in",9,77,,Images,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/remix/,0,0,0
"oikos mix in",9,49,,Images,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/remix/,0,0,0
"oikos mix in",9,39,8,Images,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/remix/,0,0,0
"oikos mix in",9,5,,"People also ask",260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/remix/,0,0,0
"oikos mix in",9,11,15,,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/,0,0,0
"oikos mix in",9,2,,Sitelinks,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/remix/product/berry-dark-chocolate-crisp/,0,0,0
"oikos mix in",9,75,,,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/oikos-protein-shakes/,0,0,0
"oikos mix in",9,40,,Reviews,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/triple-zero/product/vanilla-strawberry-mixed-berry-multipack/,0,0,0
"oikos mix in",9,84,,,260,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.98,1.85,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos mix ins",6,36,,,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/,0,0,0
"oikos mix ins",6,78,,Reviews,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/fusion/product/mixed-berry/,0,0,0
"oikos mix ins",6,64,,,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos mix ins",6,80,,Reviews,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/triple-zero/product/vanilla-multipack/,0,0,0
"oikos mix ins",6,82,,Reviews,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-shot/,0,0,0
"oikos mix ins",6,70,,Reviews,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-multipack/,0,0,0
"oikos mix ins",6,84,,Reviews,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,0,0,0
"oikos mix ins",6,86,,Reviews,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/triple-zero/product/strawberry-mixed-berry-multipack/,0,0,0
"oikos mix ins",6,61,,Reviews,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-multipack/,0,0,0
"oikos mix ins",6,56,,,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos mix ins",6,48,,Images,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/remix/,0,0,0
"oikos mix ins",6,38,,Images,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/remix/,0,0,0
"oikos mix ins",6,30,,Images,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/remix/,0,0,0
"oikos mix ins",6,20,,Images,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/remix/,0,0,0
"oikos mix ins",6,72,,Reviews,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/triple-zero/product/mixed-berry-multipack/,0,0,0
"oikos mix ins",6,21,55,,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/,0,0,0
"oikos mix ins",6,68,,,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/oikos-protein-shakes/,0,0,0
"oikos mix ins",6,47,,Reviews,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/triple-zero/product/vanilla-strawberry-mixed-berry-multipack/,0,0,0
"oikos mix ins",6,75,,,260,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,1.85,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos pro drink bulk",6,16,9,,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/where-to-buy/,0,0,0
"oikos pro drink bulk",6,54,79,,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/,0,0,0
"oikos pro drink bulk",6,46,71,Reviews,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos pro drink bulk",6,53,78,Reviews,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-shot/,0,0,0
"oikos pro drink bulk",6,51,72,Reviews,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos pro drink bulk",6,47,69,Reviews,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/triple-zero/product/vanilla-multipack/,0,0,0
"oikos pro drink bulk",6,48,68,Reviews,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-shot/,0,0,0
"oikos pro drink bulk",6,55,77,,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-multipack/,0,0,0
"oikos pro drink bulk",6,22,66,Reviews,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos pro drink bulk",6,50,75,Reviews,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-multipack/,0,0,0
"oikos pro drink bulk",6,37,65,,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/,0,0,0
"oikos pro drink bulk",6,49,,Reviews,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/banana/,0,0,0
"oikos pro drink bulk",6,30,23,,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/oikos-protein-shakes/,0,0,0
"oikos pro drink bulk",6,52,74,Reviews,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",1,0.17,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-multipack/,0,0,0
"oikos triple zero salted caramel",6,66,,Reviews,170,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Find results on, Related searches",0.95,0.17,https://www.oikos.com/all-products/oikos-protein-shakes/product/salted-caramel-4-pack/,0,0,0
"oikos triple zero salted caramel",6,23,,Reviews,170,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Find results on, Related searches",0.95,0.17,https://www.oikos.com/all-products/remix/product/salted-caramel/,0,0,0
"oikos triple zero tub",13,58,,,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,2.01,https://www.oikos.com/all-products/,0,0,0
"oikos triple zero tub",13,26,,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,2.01,https://www.oikos.com/all-products/triple-zero/product/strawberry-multipack/,0,0,0
"oikos triple zero tub",13,63,,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,2.01,https://www.oikos.com/all-products/triple-zero/product/vanilla-multipack/,0,0,0
"oikos yogurt zero sugar",14,22,,,140,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",1,0.59,https://www.oikos.com/all-products/,0,0,0
"oikos yogurt zero sugar",14,33,,,140,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",1,0.59,https://www.oikos.com/,0,0,0
"oikos yogurt zero sugar",14,6,,Images,140,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",1,0.59,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos yogurt zero sugar",14,35,,Images,140,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",1,0.59,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos pro 10g protein nutrition facts",6,50,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.43,0.06,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry/,0,0,0
"oikos pro 10g protein nutrition facts",6,51,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.43,0.06,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos pro 10g protein nutrition facts",6,17,,,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.43,0.06,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos pro 10g protein nutrition facts",6,7,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.43,0.06,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-shot/,0,0,0
"oikos pro 10g protein nutrition facts",6,9,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.43,0.06,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mango-shot/,0,0,0
"oikos pro 10g protein nutrition facts",6,45,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.43,0.06,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos pro 10g protein nutrition facts",6,55,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.43,0.06,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry/,0,0,0
"oikos pro 10g protein nutrition facts",6,54,,,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.43,0.06,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos pro 10g protein nutrition facts",6,47,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.43,0.06,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,0,0,0
"oikos pro 10g protein nutrition facts",6,56,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.43,0.06,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla/,0,0,0
"oikos pro 10g protein nutrition facts",6,28,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.43,0.06,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos peach yogurt drink",6,9,,,90,"L, C","Local pack, Reviews, People also ask, Images, Shopping results, Related searches",0.97,0.57,https://www.oikos.com/all-products/,0,0,0
"oikos peach protein yogurt",6,16,,,170,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.5,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos peach protein yogurt",6,9,12,Reviews,170,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.5,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos peach protein yogurt",6,65,,,170,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.5,https://www.oikos.com/,0,0,0
"oikos pro drink costco",7,20,23,,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches",0.9,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
